263 934
814 965
200 462
855 398
803 240
860 922
797 602
38 171
401 766
827 14
23 472
644 838
573 671
434 575
512 412
107 74
652 494
698 451
478 415
321 665
440 627
164 595
958 672
151 677
170 273
586 802
1 145
315 581
765 929
229 129
414 325
153 949
647 889
721 392
473 471
302 624
748 96
237 799
191 41
989 228
76 211
527 942
202 760
351 981
4 905
356 306
218 397
383 585
975 60
541 604
411 136
904 69
582 593
144 452
71 268
339 244
640 303
769 700
890 698
918 907
732 924
184 335
25 937
916 300
577 717
189 469
790 695
217 429
126 137
136 897
784 734
75 127
470 481
535 576
172 2
30 295
116 609
839 89
229 494
89 328
414 70
796 520
368 954
768 340
54 744
246 195
151 862
302 800
457 953
213 616
454 566
258 386
559 65
408 476
238 730
11 186
703 447
219 956
947 396
440 225
458 279
82 467
824 772
754 245
548 990
729 4
28 992
966 987
396 806
77 158
368 889
106 183
240 828
339 678
859 617
694 259
980 25
629 924
518 935
611 615
630 970
694 710
165 99
216 5
201 686
568 366
254 503
301 380
13 844
701 96
98 461
217 369
194 220
16 190
634 977
88 912
930 53
82 496
53 143
210 464
270 853
516 17
506 615
209 352
908 697
846 622
753 584
637 745
713 637
669 871
790 538
180 761
903 587
86 917
431 444
620 571
810 621
831 977
859 309
66 399
633 1
3 2
314 973
921 162
341 749
574 993
223 394
466 871
103 747
704 801
753 722
117 813
37 553
169 911
221 645
582 690
547 368
12 479
275 88
417 600
509 83
159 304
344 592
202 118
22 475
313 186
284 370
316 159
42 728
700 503
387 501
748 159
334 174
27 324
497 272
192 498
66 149
271 117
798 281
976 815
142 853
451 332
964 53
285 393
384 215
372 801
172 3
199 808
32 272
177 346
77 606
649 357
195 398
741 799
84 99
505 351
597 529
712 52
94 687
894 690
144 692
428 33
748 701
522 751
708 599
930 948
249 354
154 972
550 702
587 406
525 285
222 340
140 734
906 372
489 632
602 996
776 391
223 378
638 476
375 991
296 738
517 624
363 612
483 794
872 48
25 326
260 436
31 688
239 338
92 173
301 691
10 100
24 896
26 212
831 922
252 722
356 122
485 155
946 352
33 731
439 315
133 622
337 400
116 913
336 841
815 923
630 472
483 336
344 878
782 857
347 490
347 524
44 390
2 395
396 639
963 911
698 610
215 435
422 377
123 928
582 676
312 397
17 848
79 699
46 884
196 724
602 586
827 905
282 514
52 13
94 995
732 435
540 476
189 544
565 636
73 388
418 601
260 867
591 601
172 139
325 441
164 119
657 139
275 309
984 850
898 501
197 161
282 595
647 547
613 397
129 935
419 655
313 662
902 342
484 862
92 124
2 556
460 972
769 836
907 456
869 151
367 605
334 942
283 472
357 430
782 106
700 530
831 57
217 716
685 833
140 409
899 803
486 567
112 264
982 852
855 526
6 382
415 619
111 560
266 530
305 635
495 406
204 892
874 619
798 200
363 54
175 882
998 307
810 90
97 482
313 564
657 728
57 850
821 186
611 21
571 928
43 37
586 535
988 305
920 954
167 676
648 241
284 187
10 350
1000 335
951 374
810 507
967 765
894 676
49 55
885 827
477 833
96 255
216 971
72 45
329 909
54 58
317 393
165 838
586 822
322 809
450 660
372 926
807 530
433 8
603 771
358 927
330 886
28 931
225 999
682 955
387 96
757 485
558 194
251 979
215 171
565 877
45 609
192 449
417 142
274 552
693 192
184 651
661 981
555 607
146 432
654 188
75 804
493 656
932 239
982 615
584 994
500 879
239 292
305 362
332 610
43 863
271 813
450 305
978 832
508 542
13 590
534 222
548 229
355 465
14 420
195 909
404 772
487 725
168 208
847 410
188 92
1000 299
982 506
786 768
507 856
523 310
463 293
62 735
515 529
180 19
60 939
284 115
614 548
290 456
345 880
855 296
276 992
128 342
318 870
527 823
359 865
466 733
783 27
504 107
625 675
840 111
197 443
53 48
826 842
426 419
314 68
47 686
587 772
545 590
985 595
746 663
329 997
132 472
851 876
750 806
714 375
403 465
48 227
550 621
835 483
649 653
343 390
642 605
789 694
364 526
704 926
816 583
318 767
778 52
155 683
300 578
325 55
123 409
793 180
885 234
181 552
193 695
156 710
782 772
387 316
534 879
185 981
507 621
150 641
319 381
732 171
577 382
598 662
786 991
869 26
497 306
739 940
773 962
274 668
511 579
176 265
916 515
28 85
187 90
561 858
293 361
50 938
376 780
788 935
42 395
944 343
41 65
341 175
2 631
285 488
29 69
90 115
998 432
901 922
768 858
910 582
30 536
471 331
178 864
217 569
752 360
53 227
19 829
439 805
87 543
6 717
150 479
147 974
293 491
480 600
39 346
206 445
820 700
433 817
310 770
746 909
719 65
86 287
202 971
669 733
366 154
666 577
843 64
254 554
274 759
961 355
3 969
262 656
109 25
540 596
906 801
21 549
336 696
235 557
713 742
152 686
758 830
174 371
360 777
