5892 9692 3079
771 69 883
4654 8247 5122
4330 4308 5647
1444 9502 8962
418 52 598
2609 8258 2147
7139 594 9716
3628 1974 7024
8097 9494 9461
4911 4188 7346
3984 1740 9313
5021 3771 31
221 9788 3409
7968 3489 7888
5524 7729 3593
672 423 3724
7497 5845 2045
4616 8752 9097
3362 7143 8095
3858 6556 8753
5661 9419 120
8301 7459 7761
9649 5396 6281
567 2388 8470
8737 9171 7105
1828 8103 4244
3431 7425 9071
5736 7414 8343
5300 9367 2987
215 1658 6627
1935 6362 3231
4656 2306 4069
7767 7223 269
5832 1023 5026
7442 6929 3456
3575 5879 9580
1992 1534 9040
3850 427 9131
9682 9924 2004
1776 3000 8091
4773 9434 3738
9653 8631 6025
5238 4081 6865
3035 4060 879
3975 7599 6402
4044 8294 484
4886 1725 3488
3407 8223 123
7587 8085 5935
4100 4974 2381
2065 5991 4223
2177 1058 1589
1287 7789 8297
7431 8337 1797
2715 8956 7474
8160 9875 2828
2729 5637 1630
1519 6889 1275
4603 1366 1211
3614 2065 546
89 1137 9107
4483 970 8068
6656 1797 6540
4813 2756 504
2186 7455 3388
1691 691 9266
2649 9427 8210
3107 1371 9336
751 545 9101
2947 7574 9691
378 7673 5723
7751 7341 7199
2689 8231 7986
9405 1503 8077
6287 7916 2880
1125 9332 9434
7887 2912 674
1944 965 2638
2335 6982 9766
9770 3732 425
8967 3708 4223
6849 4435 5083
4781 4435 114
6189 9001 2460
1280 3243 7923
132 6820 3455
6456 9625 1212
9667 5060 4662
9016 8433 6707
3085 5416 359
7432 2918 4499
7560 438 7794
3854 9437 3481
7796 6344 4897
9320 1698 3910
8214 664 7722
4714 2203 161
6311 3314 4107
9213 9300 8648
9561 7832 6001
8376 1696 9019
9755 8756 6082
7961 3719 2805
128 6278 7382
9973 8660 3280
6314 347 3362
751 801 7768
8985 8370 3212
197 1121 9604
391 8347 1137
9146 4293 1605
7479 9420 4648
5878 9564 2941
7827 253 6945
4916 4586 5924
2779 6337 4654
826 2898 8953
5286 8809 7030
8232 9390 3325
5806 9557 7635
6478 7569 5371
1667 982 1985
5777 2494 9239
8632 435 782
420 2923 548
823 4068 3784
7288 7417 4783
4950 9565 5448
2184 3859 5483
4574 9246 29
1322 72 7
5306 1349 2684
1573 3249 3603
3939 7001 3843
5414 2194 2463
8171 4865 5886
6482 7409 5321
9541 8517 2140
2851 1527 8004
9923 9483 7122
6501 1202 3247
9210 7309 362
775 5113 1573
7863 9250 819
180 3348 415
940 9535 7370
2985 4013 8994
9597 8091 1837
4707 1781 1554
7866 2454 9821
4679 1650 3765
6481 7437 5799
595 6203 4884
2100 7396 9751
4312 8618 8158
4502 9361 5169
1724 1911 1991
633 6937 5470
8128 6904 3111
1410 4502 5528
8807 2908 2659
1751 3184 7600
7053 3699 5910
4616 344 3332
2486 884 6617
9242 5284 9473
3678 205 2419
6385 6142 543
7829 4046 4712
8295 8353 533
2687 9185 1701
9356 3292 4487
7092 2560 5434
558 7448 5661
9258 7107 1566
8659 8147 6052
8853 8885 1620
3637 7731 4297
3108 2422 6765
2115 3922 9137
2887 8758 5346
5377 1928 1159
1630 3130 7592
2129 2149 2723
4038 3120 2757
6757 7126 9035
8976 9170 5898
8659 9442 9467
8913 9050 1454
7403 6247 870
7722 4976 8638
6296 7670 8690
315 3881 5178
407 7028 5017
8460 6724 6735
8896 9599 4610
1540 6350 5295
7729 3139 4751
3239 4227 9315
5878 6464 2878
9705 4227 6882
6722 4406 7173
4085 7742 5450
4066 6442 3245
3857 8568 2141
880 199 2718
2731 16 9451
6843 5863 9896
5574 9993 1837
3886 3057 3442
9374 4437 7416
2299 702 2801
8134 1738 2317
9562 4810 1856
9160 7473 9908
2049 3871 4570
2610 2358 4028
6596 3147 6447
3427 2861 8363
6986 1147 4412
5335 198 4685
2007 4692 2005
5829 1558 7866
9339 2745 8461
400 3169 5206
7594 7683 8390
9987 3525 6121
7266 1275 698
9414 2777 1289
969 8871 7840
4437 1148 590
7904 4226 4611
7171 7152 2780
7903 6220 2313
6704 3271 9612
5566 6195 9977
1241 5833 5178
9973 6998 7622
8291 8068 8923
3986 2593 1914
715 4859 2686
25 4901 1597
7870 2496 8942
594 422 530
5609 2084 7304
3807 562 8004
1085 3847 6582
1312 9728 3037
2661 4464 4150
2968 9613 6157
5688 3184 4558
866 7188 1360
9627 6678 8369
8015 7696 3699
1035 646 5411
4648 4363 4913
317 4484 7506
918 2901 8746
5332 9403 5131
9648 7363 437
7446 4902 2883
2784 4905 7237
5971 4742 4896
5944 4180 3884
9635 3069 6151
2882 276 9081
7626 8013 100
9236 2651 5129
8651 4770
